,apartment_type,district,agency,size,floor,year_built,station_distance,cost
1818,1K APARTMENT,"IN UMEGAOKA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.81 m²,Floor 3 / 3F,Year Built 2010,Umegaoka Station (6 min. walk),"Monthly Costs ¥89,550"
1819,1K APARTMENT,"IN IKEBUKUROHONCHO
TOSHIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.00 m²,Floor 2 / 3F,Year Built 1990,Kita Ikebukuro Station (5 min. walk),"Monthly Costs ¥60,000"
1820,2DK APARTMENT,"IN NISHIKASAI
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 46.44 m²,Floor 6 / 9F,Year Built 1989,Nishikasai Station (4 min. walk),"Monthly Costs ¥100,000"
1821,1R APARTMENT,"IN KITAOTSUKA
TOSHIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 21.61 m²,Floor 5 / 9F,Year Built 1982,Otsuka Station (4 min. walk),"Monthly Costs ¥65,000"
1822,1K APARTMENT,"IN YAKUMO
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 21.11 m²,Floor 1 / 3F,Year Built 2018,Jiyugaoka Station (14 min. walk),"Monthly Costs ¥93,550"
1823,1R APARTMENT,"IN HIGASHIYAMA
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 19.75 m²,Floor 4 / 11F,Year Built 1982,Ikejiriohashi Station (1 min. walk),"Monthly Costs ¥81,000"
1824,1K APARTMENT,"IN ROPPONGI
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 32.11 m²,Floor 10 / 20F,Year Built 2017,Roppongi-itchome Station (3 min. walk),"Monthly Costs ¥196,500"
1825,1K APARTMENT,"IN KITASHINJUKU
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 17.82 m²,Floor 3 / 3F,Year Built 1973,Nishi-shinjuku Station (8 min. walk),"Monthly Costs ¥64,000"
1826,1K APARTMENT,"IN OMORIMINAMI
OTA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.81 m²,Floor 1 / 3F,Year Built 2008,Umeyashiki Station (19 min. walk),"Monthly Costs ¥71,550"
1827,1R APARTMENT,"IN NAKAMURAMINAMI
NERIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 27.94 m²,Floor 1 / 2F,Year Built 2017,Toritsu Kasei Station (8 min. walk),"Monthly Costs ¥87,550"
1828,1LDK APARTMENT,"IN SEKIBARA
ADACHI-KU, TOKYO","Aonissin Co.,ltd.",Size 34.60 m²,Floor 2 / 3F,Year Built 2020,Nishiarai Station (8 min. walk),"Monthly Costs ¥114,000"
1829,2DK APARTMENT,"IN ASAGAYAKITA
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 37.00 m²,Floor 2 / 2F,Year Built 1984,Asagaya Station (9 min. walk),"Monthly Costs ¥97,000"
1830,1K APARTMENT,"IN SHIMO
KITA-KU, TOKYO","Aonissin Co.,ltd.",Size 20.55 m²,Floor 1 / 2F,Year Built 1996,Shimo Station (10 min. walk),"Monthly Costs ¥70,000"
1831,2DK APARTMENT,"IN SETA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 44.71 m²,Floor 1 / 3F,Year Built 1997,Hasunuma Station (16 min. walk),"Monthly Costs ¥120,050"
1832,1LDK APARTMENT,"IN SHIROKANE
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 45.01 m²,Floor 4 / 6F,Year Built 1992,Shirokane-takanawa Station (8 min. walk),"Monthly Costs ¥168,000"
1833,1R APARTMENT,"IN KOMAZAWA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 19.00 m²,Floor 6 / 6F,Year Built 1991,Komazawa-daigaku Station (8 min. walk),"Monthly Costs ¥60,000"
1834,4LDK APARTMENT,"IN KAMITAKADA
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 72.54 m²,Floor 3 / 3F,Year Built 1971,Higashinakano Station (10 min. walk),"Monthly Costs ¥200,000"
1835,2LDK APARTMENT,"IN FUNABORI
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 50.08 m²,Floor 3 / 3F,Year Built 1988,Funabori Station (5 min. walk),"Monthly Costs ¥92,000"
1836,1K APARTMENT,"IN SHIBAMATA
KATSUSHIKA-KU, TOKYO","Aonissin Co.,ltd.",Size 21.47 m²,Floor 1 / 3F,Year Built 2017,Shinshibamata Station (4 min. walk),"Monthly Costs ¥69,550"
1837,1K APARTMENT,"IN NIHOMBASHIHAMACHO
CHUO-KU, TOKYO","Aonissin Co.,ltd.",Size 20.71 m²,Floor 3 / 11F,Year Built 2002,Hamachou Station (3 min. walk),"Monthly Costs ¥86,000"
1838,1K APARTMENT,"IN YUTENJI
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 16.60 m²,Floor 1 / 2F,Year Built 1986,Yutenji Station (4 min. walk),"Monthly Costs ¥70,000"
1839,1LDK APARTMENT,"IN KANDATACHO
CHIYODA-KU, TOKYO","Aonissin Co.,ltd.",Size 40.23 m²,Floor 3 / 13F,Year Built 2006,Kanda Station (3 min. walk),"Monthly Costs ¥168,000"
1840,1LDK APARTMENT,"IN TAKINOGAWA
KITA-KU, TOKYO","Aonissin Co.,ltd.",Size 52.96 m²,Floor 2 / 3F,Year Built 2015,Shin Itabashi Station (9 min. walk),"Monthly Costs ¥128,550"
1841,1R APARTMENT,"IN CHUO
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 16.17 m²,Floor 2 / 4F,Year Built 1988,Nakanosakaue Station (6 min. walk),"Monthly Costs ¥67,000"
1842,1K APARTMENT,"IN OTOWA
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 20.43 m²,Floor 1 / 7F,Year Built 1997,Gokokuji Station (6 min. walk),"Monthly Costs ¥77,000"
1843,3DK APARTMENT,"IN SAKURASHIMMACHI
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 48.18 m²,Floor 2 / 3F,Year Built 1990,Sakurashinmachi Station (6 min. walk),"Monthly Costs ¥137,000"
1844,1K APARTMENT,"IN MINAMINAGASAKI
TOSHIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 17.74 m²,Floor 2 / 2F,Year Built 2005,Higashi Nagasaki Station (5 min. walk),"Monthly Costs ¥73,000"
1845,1K APARTMENT,"IN MATSUBARA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 17.30 m²,Floor 2 / 2F,Year Built 1991,Shimotakaido Station (12 min. walk),"Monthly Costs ¥62,000"
1846,1R APARTMENT,"IN MINAMIKASAI
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 19.44 m²,Floor 4 / 6F,Year Built 1992,Kasai Rinkai Kouen Station (18 min. walk),"Monthly Costs ¥54,000"
1847,1K APARTMENT,"IN KAMISAGINOMIYA
NAKANO-KU, TOKYO","Aonissin Co.,ltd.",Size 22.18 m²,Floor 1 / 2F,Year Built 2011,Fujimidai Station (12 min. walk),"Monthly Costs ¥80,050"
1848,1R APARTMENT,"IN KITAZAWA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 25.00 m²,Floor 1 / 2F,Year Built 1992,Ikenoue Station (2 min. walk),"Monthly Costs ¥87,000"
1849,3DK APARTMENT,"IN MEGUROHONCHO
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 58.00 m²,Floor 3 / 3F,Year Built 1990,Musashi Koyama Station (12 min. walk),"Monthly Costs ¥180,000"
1850,1DK APARTMENT,"IN MATSUBARA
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 25.67 m²,Floor 1 / 2F,Year Built 1977,Meidaimae Station (4 min. walk),"Monthly Costs ¥68,000"
1851,1K APARTMENT,"IN NIHOMBASHIKOBUNACHO
CHUO-KU, TOKYO","Aonissin Co.,ltd.",Size 23.00 m²,Floor 1 / 11F,Year Built 2001,Shinnihonbashi Station (6 min. walk),"Monthly Costs ¥86,500"
1852,1K APARTMENT,"IN MOMOI
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 2F,Year Built 2006,"4 min. walk to 桃井４丁目 bus stop, then 16 min. by bus to Ogikubo Station","Monthly Costs ¥69,550"
1853,1K APARTMENT,"IN AKABANE
KITA-KU, TOKYO","Aonissin Co.,ltd.",Size 19.87 m²,Floor 1 / 2F,Year Built 2004,Akabaneiwabuchi Station (8 min. walk),"Monthly Costs ¥83,550"
1854,1K APARTMENT,"IN OTSUKA
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 18.63 m²,Floor 5 / 6F,Year Built 2002,Shinotsuka Station (7 min. walk),"Monthly Costs ¥72,000"
1855,1K APARTMENT,"IN MAENOCHO
ITABASHI-KU, TOKYO",Sumaino Seika,Size 20.54 m²,Floor 1 / 3F,Year Built 2016,Tokiwadai Station (10 min. walk),"Monthly Costs ¥75,550"
1856,1K APARTMENT,"IN NARIMASU
ITABASHI-KU, TOKYO",Sumaino Seika,Size 24.02 m²,Floor 1 / 2F,Year Built 2005,Narimasu Station (12 min. walk),"Monthly Costs ¥78,050"
1857,1K APARTMENT,"IN SEKIMACHIKITA
NERIMA-KU, TOKYO",Sumaino Seika,Size 26.65 m²,Floor 2 / 2F,Year Built 2010,Musashi Seki Station (12 min. walk),"Monthly Costs ¥66,550"
1858,1K APARTMENT,"IN SHINGASHI
ITABASHI-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 2 / 4F,Year Built 2009,Nishi Takashimadaira Station (12 min. walk),"Monthly Costs ¥60,550"
1859,1K APARTMENT,"IN YAYOICHO
ITABASHI-KU, TOKYO",Sumaino Seika,Size 20.01 m²,Floor 4 / 4F,Year Built 2013,Nakaitabashi Station (3 min. walk),"Monthly Costs ¥84,550"
1860,1K APARTMENT,"IN TAKENOTSUKA
ADACHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 3F,Year Built 2002,Take No Tsuka Station (7 min. walk),"Monthly Costs ¥67,550"
1861,1K APARTMENT,"IN KAMISHINOZAKI
EDOGAWA-KU, TOKYO",Sumaino Seika,Size 20.16 m²,Floor 1 / 2F,Year Built 2019,Shinozaki Station (15 min. walk),"Monthly Costs ¥71,550"
1862,1K APARTMENT,"IN NAKADAI
ITABASHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 3F,Year Built 2010,Shimura San Choume Station (13 min. walk),"Monthly Costs ¥62,550"
1863,2DK APARTMENT,"IN HIGASHISHINKOIWA
KATSUSHIKA-KU, TOKYO","Aonissin Co.,ltd.",Size 39.75 m²,Floor 4 / 11F,Year Built 1995,Shinkoiwa Station (12 min. walk),"Monthly Costs ¥96,000"
1864,1K APARTMENT,"IN KAMIIGUSA
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 2 / 3F,Year Built 2006,Iogi Station (9 min. walk),"Monthly Costs ¥84,050"
1865,1K APARTMENT,"IN NISHIDAI(2-4-CHOME)
ITABASHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 2F,Year Built 2006,Nishidai Station (19 min. walk),"Monthly Costs ¥66,050"
1866,1K APARTMENT,"IN MINAMIKUGAHARA
OTA-KU, TOKYO",Sumaino Seika,Size 21.96 m²,Floor 1 / 2F,Year Built 2004,Shimomaruko Station (9 min. walk),"Monthly Costs ¥83,050"
1867,1K APARTMENT,"IN MINAMIDAI
NAKANO-KU, TOKYO",Sumaino Seika,Size 22.89 m²,Floor 2 / 4F,Year Built 2017,Hatagaya Station (13 min. walk),"Monthly Costs ¥104,550"
1868,1K APARTMENT,"IN KAMISAGINOMIYA
NAKANO-KU, TOKYO",Sumaino Seika,Size 21.24 m²,Floor 2 / 2F,Year Built 2016,Fujimidai Station (3 min. walk),"Monthly Costs ¥87,050"
1869,1K APARTMENT,"IN CHUO
OTA-KU, TOKYO",Sumaino Seika,Size 26.02 m²,Floor 1 / 3F,Year Built 2017,Omori Station (19 min. walk),"Monthly Costs ¥94,550"
1870,1K APARTMENT,"IN HONGO
BUNKYO-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 3F,Year Built 2006,Kasuga Station (6 min. walk),"Monthly Costs ¥81,550"
1871,1K APARTMENT,"IN SHIMO
KITA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 2 / 3F,Year Built 2011,Shimo Station (5 min. walk),"Monthly Costs ¥78,550"
1872,1K APARTMENT,"IN SHIMO
KITA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 2 / 3F,Year Built 2009,Shimo Station (3 min. walk),"Monthly Costs ¥82,550"
1873,1K APARTMENT,"IN OMORIKITA
OTA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 3F,Year Built 2012,Heiwajima Station (2 min. walk),"Monthly Costs ¥87,550"
1874,2DK APARTMENT,"IN TAMAGAWA
OTA-KU, TOKYO","Aonissin Co.,ltd.",Size 45.79 m²,Floor 2 / 5F,Year Built 1989,Yaguchinowatashi Station (5 min. walk),"Monthly Costs ¥111,000"
1875,1K APARTMENT,"IN HIGASHIOIZUMI
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 2F,Year Built 1999,"9 min. walk to 3 bus stop, then 28 min. by bus to Kichijouji Station","Monthly Costs ¥56,550"
1876,1K APARTMENT,"IN MACHIYA
ARAKAWA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2009,Machiya Station (16 min. walk),"Monthly Costs ¥74,050"
1877,1K APARTMENT,"IN TAKINOGAWA
KITA-KU, TOKYO",Sumaino Seika,Size 24.84 m²,Floor 2 / 3F,Year Built 2018,Takinogawa Ichi Choume Station (2 min. walk),"Monthly Costs ¥103,050"
1878,1K APARTMENT,"IN YAGUCHI
OTA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 2 / 3F,Year Built 2010,Musashi-Nitta Station (10 min. walk),"Monthly Costs ¥87,550"
1879,1K APARTMENT,"IN UKIMA
KITA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2005,Ukimafunado Station (9 min. walk),"Monthly Costs ¥70,050"
1880,1K APARTMENT,"IN TAKENOTSUKA
ADACHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 3 / 3F,Year Built 2002,Take No Tsuka Station (7 min. walk),"Monthly Costs ¥72,050"
1881,1K APARTMENT,"IN MINAMISENJU
ARAKAWA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 3 / 3F,Year Built 2010,Minamisenju Station (9 min. walk),"Monthly Costs ¥82,050"
1882,1K APARTMENT,"IN NISHIROKUGO
OTA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 1 / 4F,Year Built 2009,Rokugoudote Station (8 min. walk),"Monthly Costs ¥80,550"
1883,1K APARTMENT,"IN HONISSHIKI
EDOGAWA-KU, TOKYO",Sumaino Seika,Size 26.08 m²,Floor 2 / 2F,Year Built 2005,Shinkoiwa Station (18 min. walk),"Monthly Costs ¥83,050"
1884,1K APARTMENT,"IN SOSHIGAYA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2007,Soshigaya Okura Station (5 min. walk),"Monthly Costs ¥73,050"
1885,1K APARTMENT,"IN SEKIMACHIKITA
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.72 m²,Floor 3 / 3F,Year Built 2010,Musashi Seki Station (4 min. walk),"Monthly Costs ¥76,050"
1886,1K APARTMENT,"IN HORINOCHI
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2007,Shin Koenji Station (15 min. walk),"Monthly Costs ¥76,050"
1887,1K APARTMENT,"IN UNOKI
OTA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2005,Unoki Station (8 min. walk),"Monthly Costs ¥81,550"
1888,1K APARTMENT,"IN KUGAHARA
OTA-KU, TOKYO",Sumaino Seika,Size 20.64 m²,Floor 1 / 2F,Year Built 2000,Chidorichou Station (11 min. walk),"Monthly Costs ¥73,050"
1889,1K APARTMENT,"IN WAKABAYASHI
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 23.61 m²,Floor 1 / 3F,Year Built 2009,Shōin-Jinjamae. Station (3 min. walk),"Monthly Costs ¥101,050"
1890,1R APARTMENT,"IN CHITOSEDAI
SETAGAYA-KU, TOKYO","Aonissin Co.,ltd.",Size 18.70 m²,Floor 1 / 3F,Year Built 1992,Chitosefunabashi Station (7 min. walk),"Monthly Costs ¥63,000"
1891,1K APARTMENT,"IN TOYOTAMAKITA
NERIMA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 2 / 3F,Year Built 2008,Shin Egota Station (12 min. walk),"Monthly Costs ¥83,050"
1892,1K APARTMENT,"IN SAKURADAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 20.01 m²,Floor 3 / 3F,Year Built 2020,Shin Sakuradai Station (5 min. walk),"Monthly Costs ¥96,550"
1893,1K APARTMENT,"IN SAKURA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 20.32 m²,Floor 1 / 2F,Year Built 2016,Kyoudou Station (11 min. walk),"Monthly Costs ¥79,050"
1894,1K APARTMENT,"IN TAKASHIMADAIRA
ITABASHI-KU, TOKYO",Sumaino Seika,Size 20.10 m²,Floor 1 / 2F,Year Built 2019,Nishi Takashimadaira Station (4 min. walk),"Monthly Costs ¥75,550"
1895,1R APARTMENT,"IN OKUBO
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 18.90 m²,Floor 2 / 4F,Year Built 1988,Shinokubo Station (3 min. walk),"Monthly Costs ¥77,000"
1896,1K APARTMENT,"IN TAKASHIMADAIRA
ITABASHI-KU, TOKYO",Sumaino Seika,Size 20.10 m²,Floor 1 / 2F,Year Built 2019,Nishi Takashimadaira Station (4 min. walk),"Monthly Costs ¥73,550"
1897,1K APARTMENT,"IN NIIJUKU
KATSUSHIKA-KU, TOKYO",Sumaino Seika,Size 30.60 m²,Floor 1 / 2F,Year Built 2019,Keiseitakasago Station (18 min. walk),"Monthly Costs ¥72,050"
1898,1K APARTMENT,"IN NISHIKAMEARI(1.2-CHOME)
KATSUSHIKA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2008,Ayase Station (15 min. walk),"Monthly Costs ¥65,550"
1899,1K APARTMENT,"IN OGI
ADACHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 3F,Year Built 2008,Kouya Station (9 min. walk),"Monthly Costs ¥64,550"
1900,1K APARTMENT,"IN KODO
ADACHI-KU, TOKYO",Sumaino Seika,Size 28.02 m²,Floor 2 / 2F,Year Built 2009,Gotanno Station (8 min. walk),"Monthly Costs ¥74,550"
1901,1K APARTMENT,"IN KITASENZOKU
OTA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 3F,Year Built 2003,Kitasenzoku Station (4 min. walk),"Monthly Costs ¥90,550"
1902,1K APARTMENT,"IN DAIZAWA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 4F,Year Built 2010,Komaba Toudai Mae Station (12 min. walk),"Monthly Costs ¥92,550"
1903,1K APARTMENT,"IN SHAKUJIIMACHI
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2000,Shakujiikouen Station (12 min. walk),"Monthly Costs ¥67,050"
1904,1K APARTMENT,"IN HONISSHIKI
EDOGAWA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2000,Shinkoiwa Station (15 min. walk),"Monthly Costs ¥65,550"
1905,2K APARTMENT,"IN SENZOKU
TAITO-KU, TOKYO","Aonissin Co.,ltd.",Size 50.93 m²,Floor 3 / 4F,Year Built 2002,Iriya Station (11 min. walk),"Monthly Costs ¥121,000"
1906,1K APARTMENT,"IN SAKASHITA
ITABASHI-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 3F,Year Built 2009,Hasune Station (10 min. walk),"Monthly Costs ¥70,550"
1907,1K APARTMENT,"IN KYOJIMA
SUMIDA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 3F,Year Built 2004,Keisei Hikifune Station (10 min. walk),"Monthly Costs ¥72,550"
1908,1K APARTMENT,"IN WAKAMIYA
NAKANO-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2007,Nogata Station (8 min. walk),"Monthly Costs ¥74,050"
1909,1K APARTMENT,"IN NISHIKOJIYA
OTA-KU, TOKYO",Sumaino Seika,Size 19.51 m²,Floor 1 / 2F,Year Built 2005,Koujiya Station (3 min. walk),"Monthly Costs ¥82,550"
1910,1K APARTMENT,"IN ASAGAYAMINAMI
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 26.37 m²,Floor 1 / 2F,Year Built 2014,Minami Asagaya Station (9 min. walk),"Monthly Costs ¥105,050"
1911,1K APARTMENT,"IN SANO
ADACHI-KU, TOKYO",Sumaino Seika,Size 23.18 m²,Floor 3 / 3F,Year Built 2008,Kitaayase Station (19 min. walk),"Monthly Costs ¥62,550"
1912,1K APARTMENT,"IN OKUDO
KATSUSHIKA-KU, TOKYO",Sumaino Seika,Size 20.40 m²,Floor 1 / 2F,Year Built 2017,Koiwa Station (20 min. walk),"Monthly Costs ¥71,550"
1913,1K APARTMENT,"IN SHISHIBONE
EDOGAWA-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 2F,Year Built 2010,Shinozaki Station (20 min. walk),"Monthly Costs ¥62,050"
1914,1R APARTMENT,"IN IRIYA
ADACHI-KU, TOKYO",Sumaino Seika,Size 30.94 m²,Floor 3 / 3F,Year Built 2014,Toneri Station (7 min. walk),"Monthly Costs ¥74,050"
1915,1K APARTMENT,"IN KITAKOJIYA
OTA-KU, TOKYO",Sumaino Seika,Size 21.11 m²,Floor 3 / 4F,Year Built 2012,Umeyashiki Station (11 min. walk),"Monthly Costs ¥93,550"
1916,1K APARTMENT,"IN SEKIMACHIMINAMI
NERIMA-KU, TOKYO",Sumaino Seika,Size 22.35 m²,Floor 1 / 2F,Year Built 2004,Kamishakujii Station (16 min. walk),"Monthly Costs ¥67,050"
1917,1K APARTMENT,"IN YAZAIKE
ADACHI-KU, TOKYO",Sumaino Seika,Size 19.67 m²,Floor 2 / 2F,Year Built 2015,Yazaike Station (6 min. walk),"Monthly Costs ¥68,550"
1918,1K APARTMENT,"IN TAKENOTSUKA
ADACHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 3 / 3F,Year Built 2005,Take No Tsuka Station (9 min. walk),"Monthly Costs ¥67,050"
1919,1K APARTMENT,"IN TAGARA
NERIMA-KU, TOKYO",Sumaino Seika,Size 22.35 m²,Floor 2 / 2F,Year Built 2007,Chikatetsu Akatsuka Station (12 min. walk),"Monthly Costs ¥71,550"
1920,1K APARTMENT,"IN NISHIOIZUMI
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 3F,Year Built 2008,Oizumigakuen Station (12 min. walk),"Monthly Costs ¥70,050"
1921,1K APARTMENT,"IN WAKAGI
ITABASHI-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 1 / 3F,Year Built 2011,Kamiitabashi Station (15 min. walk),"Monthly Costs ¥68,550"
1922,1K APARTMENT,"IN SHIMANE
ADACHI-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 2F,Year Built 2006,Nishiarai Station (12 min. walk),"Monthly Costs ¥65,550"
1923,1K APARTMENT,"IN SHIMOIGUSA
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 22.48 m²,Floor 1 / 2F,Year Built 2012,Shimoigusa Station (12 min. walk),"Monthly Costs ¥80,550"
1924,1K APARTMENT,"IN YOCHOMACHI
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 20.16 m²,Floor 3 / 7F,Year Built 1997,Wakamatsu Kawada Station (6 min. walk),"Monthly Costs ¥78,000"
1925,1K APARTMENT,"IN HEIWADAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 26.08 m²,Floor 3 / 3F,Year Built 2018,Heiwadai Station (17 min. walk),"Monthly Costs ¥91,050"
1926,1K APARTMENT,"IN NAKAROKUGO
OTA-KU, TOKYO",Sumaino Seika,Size 26.08 m²,Floor 2 / 4F,Year Built 2017,Zōshiki Station (8 min. walk),"Monthly Costs ¥104,050"
1927,1K APARTMENT,"IN SHIMOUMA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 18.56 m²,Floor 1 / 2F,Year Built 2002,Gakugei Daigaku Station (15 min. walk),"Monthly Costs ¥81,550"
1928,1K APARTMENT,"IN SAGINOMIYA
NAKANO-KU, TOKYO",Sumaino Seika,Size 21.21 m²,Floor 1 / 2F,Year Built 2014,Nogata Station (7 min. walk),"Monthly Costs ¥81,050"
1929,1K APARTMENT,"IN NISHIKAMATA
OTA-KU, TOKYO",Sumaino Seika,Size 25.73 m²,Floor 2 / 4F,Year Built 2015,Hasunuma Station (6 min. walk),"Monthly Costs ¥108,550"
1930,1DK APARTMENT,"IN NAKAZATO
KITA-KU, TOKYO","Aonissin Co.,ltd.",Size 32.96 m²,Floor 5 / 7F,Year Built 1985,Komagome Station (2 min. walk),"Monthly Costs ¥85,000"
1931,1K APARTMENT,"IN MINAMISHINAGAWA
SHINAGAWA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 2F,Year Built 2008,Shinagawa Seaside Station (5 min. walk),"Monthly Costs ¥91,550"
1932,1K APARTMENT,"IN GOHONGI
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 12.98 m²,Floor 1 / 2F,Year Built 1986,Yutenji Station (6 min. walk),"Monthly Costs ¥72,050"
1933,1K APARTMENT,"IN FUJIMIDAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 27.66 m²,Floor 2 / 2F,Year Built 2017,Fujimidai Station (14 min. walk),"Monthly Costs ¥81,550"
1934,1K APARTMENT,"IN UKIMA
KITA-KU, TOKYO",Sumaino Seika,Size 31.33 m²,Floor 1 / 3F,Year Built 2009,Ukimafunado Station (13 min. walk),"Monthly Costs ¥93,550"
1935,1K APARTMENT,"IN OHARA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 23.61 m²,Floor 2 / 2F,Year Built 2008,Daitabashi Station (3 min. walk),"Monthly Costs ¥102,550"
1936,1K APARTMENT,"IN CHUO
NAKANO-KU, TOKYO",Sumaino Seika,Size 20.49 m²,Floor 3 / 3F,Year Built 2016,Nakanosakaue Station (8 min. walk),"Monthly Costs ¥106,050"
1937,1K APARTMENT,"IN YAMATOCHO
ITABASHI-KU, TOKYO",Sumaino Seika,Size 22.35 m²,Floor 1 / 2F,Year Built 2007,Itabashi Honchou Station (11 min. walk),"Monthly Costs ¥78,550"
1938,1K APARTMENT,"IN MEGUROHONCHO
MEGURO-KU, TOKYO",Sumaino Seika,Size 21.24 m²,Floor 2 / 2F,Year Built 2009,Musashi Koyama Station (10 min. walk),"Monthly Costs ¥95,550"
1939,1K APARTMENT,"IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 26.00 m²,Floor 2 / 2F,Year Built 2011,Shimotakaido Station (3 min. walk),"Monthly Costs ¥75,550"
1940,1K APARTMENT,"IN MINAMITANAKA
NERIMA-KU, TOKYO",Sumaino Seika,Size 21.11 m²,Floor 3 / 3F,Year Built 2017,Shimoigusa Station (14 min. walk),"Monthly Costs ¥74,550"
